onet_soc_code,onet_soc_title,nem_code,nem_title,ooh_profile_code,ooh_profile_title,ooh_profile_website,onet_soc_norm
19-3099.01,Transportation Planners,19-3099,"Social scientists and related workers, all other",—,,,19-3099
19-4012.00,Agricultural Technicians,19-4012,Agricultural technicians,B342,Agricultural and food science technicians,https://www.bls.gov/ooh/life-physical-and-social-science/agricultural-and-food-science-technicians.htm,19-4012
19-4012.01,Precision Agriculture Technicians,19-4012,Agricultural technicians,B342,Agricultural and food science technicians,https://www.bls.gov/ooh/life-physical-and-social-science/agricultural-and-food-science-technicians.htm,19-4012
19-4013.00,Food Science Technicians,19-4013,Food science technicians,B342,Agricultural and food science technicians,https://www.bls.gov/ooh/life-physical-and-social-science/agricultural-and-food-science-technicians.htm,19-4013
19-4021.00,Biological Technicians,19-4021,Biological technicians,B110,Biological technicians,https://www.bls.gov/ooh/life-physical-and-social-science/biological-technicians.htm,19-4021
19-4031.00,Chemical Technicians,19-4031,Chemical technicians,B111,Chemical technicians,https://www.bls.gov/ooh/life-physical-and-social-science/chemical-technicians.htm,19-4031
19-4042.00,"Environmental Science and Protection Technicians, Including Health",19-4042,"Environmental science and protection technicians, including health",B114,Environmental science and protection technicians,https://www.bls.gov/ooh/life-physical-and-social-science/environmental-science-and-protection-technicians.htm,19-4042
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",19-4043,"Geological technicians, except hydrologic technicians",B112,Geological and hydrologic technicians,https://www.bls.gov/ooh/life-physical-and-social-science/geological-and-petroleum-technicians.htm,19-4043
19-4044.00,Hydrologic Technicians,19-4044,Hydrologic technicians,B112,Geological and hydrologic technicians,https://www.bls.gov/ooh/life-physical-and-social-science/geological-and-petroleum-technicians.htm,19-4044
19-4051.00,Nuclear Technicians,19-4051,Nuclear technicians,B113,Nuclear technicians,https://www.bls.gov/ooh/life-physical-and-social-science/nuclear-technicians.htm,19-4051
19-4051.02,Nuclear Monitoring Technicians,19-4051,Nuclear technicians,B113,Nuclear technicians,https://www.bls.gov/ooh/life-physical-and-social-science/nuclear-technicians.htm,19-4051
19-4061.00,Social Science Research Assistants,19-4061,Social science research assistants,—,,,19-4061
19-4071.00,Forest and Conservation Technicians,19-4071,Forest and conservation technicians,—,,,19-4071
19-4092.00,Forensic Science Technicians,19-4092,Forensic science technicians,B115,Forensic science technicians,https://www.bls.gov/ooh/life-physical-and-social-science/forensic-science-technicians.htm,19-4092
19-4099.00,"Life, Physical, and Social Science Technicians, All Other",19-4099,"Life, physical, and social science technicians, all other",—,,,19-4099
19-4099.01,Quality Control Analysts,19-4099,"Life, physical, and social science technicians, all other",—,,,19-4099
19-4099.03,Remote Sensing Technicians,19-4099,"Life, physical, and social science technicians, all other",—,,,19-4099
19-5011.00,Occupational Health and Safety Specialists,19-5011,Occupational health and safety specialists,B198,Occupational health and safety specialists and technicians,https://www.bls.gov/ooh/healthcare/occupational-health-and-safety-specialists-and-technicians.htm,19-5011
19-5012.00,Occupational Health and Safety Technicians,19-5012,Occupational health and safety technicians,B198,Occupational health and safety specialists and technicians,https://www.bls.gov/ooh/healthcare/occupational-health-and-safety-specialists-and-technicians.htm,19-5012
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,21-1018,"Substance abuse, behavioral disorder, and mental health counselors",B116,"Substance abuse, behavioral disorder, and mental health counselors",https://www.bls.gov/ooh/community-and-social-service/substance-abuse-behavioral-disorder-and-mental-health-counselors.htm,21-1011
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",21-1012,"Educational, guidance, and career counselors and advisors",B117,School and career counselors and advisors,https://www.bls.gov/ooh/community-and-social-service/school-and-career-counselors.htm,21-1012
21-1013.00,Marriage and Family Therapists,21-1013,Marriage and family therapists,B119,Marriage and family therapists,https://www.bls.gov/ooh/community-and-social-service/marriage-and-family-therapists.htm,21-1013
21-1014.00,Mental Health Counselors,21-1018,"Substance abuse, behavioral disorder, and mental health counselors",B116,"Substance abuse, behavioral disorder, and mental health counselors",https://www.bls.gov/ooh/community-and-social-service/substance-abuse-behavioral-disorder-and-mental-health-counselors.htm,21-1014
21-1015.00,Rehabilitation Counselors,21-1015,Rehabilitation counselors,B120,Rehabilitation counselors,https://www.bls.gov/ooh/community-and-social-service/rehabilitation-counselors.htm,21-1015
21-1019.00,"Counselors, All Other",21-1019,"Counselors, all other",—,,,21-1019
21-1021.00,"Child, Family, and School Social Workers",21-1021,"Child, family, and school social workers",B121,Social workers,https://www.bls.gov/ooh/community-and-social-service/social-workers.htm,21-1021
21-1022.00,Healthcare Social Workers,21-1022,Healthcare social workers,B121,Social workers,https://www.bls.gov/ooh/community-and-social-service/social-workers.htm,21-1022
21-1023.00,Mental Health and Substance Abuse Social Workers,21-1023,Mental health and substance abuse social workers,B121,Social workers,https://www.bls.gov/ooh/community-and-social-service/social-workers.htm,21-1023
21-1029.00,"Social Workers, All Other",21-1029,"Social workers, all other",B121,Social workers,https://www.bls.gov/ooh/community-and-social-service/social-workers.htm,21-1029
21-1091.00,Health Education Specialists,21-1091,Health education specialists,B007,Health education specialists,https://www.bls.gov/ooh/community-and-social-service/health-educators.htm,21-1091
21-1092.00,Probation Officers and Correctional Treatment Specialists,21-1092,Probation officers and correctional treatment specialists,B124,Probation officers and correctional treatment specialists,https://www.bls.gov/ooh/community-and-social-service/probation-officers-and-correctional-treatment-specialists.htm,21-1092
21-1093.00,Social and Human Service Assistants,21-1093,Social and human service assistants,B125,Social and human service assistants,https://www.bls.gov/ooh/community-and-social-service/social-and-human-service-assistants.htm,21-1093
21-1094.00,Community Health Workers,21-1094,Community health workers,B399,Community health workers,https://www.bls.gov/ooh/community-and-social-service/community-health-workers.htm,21-1094
21-1099.00,"Community and Social Service Specialists, All Other",21-1099,"Community and social service specialists, all other",—,,,21-1099
21-2011.00,Clergy,21-2011,Clergy,—,,,21-2011
21-2021.00,"Directors, Religious Activities and Education",21-2021,"Directors, religious activities and education",—,,,21-2021
21-2099.00,"Religious Workers, All Other",21-2099,"Religious workers, all other",—,,,21-2099
23-1011.00,Lawyers,23-1011,Lawyers,B126,Lawyers,https://www.bls.gov/ooh/legal/lawyers.htm,23-1011
23-1012.00,Judicial Law Clerks,23-1012,Judicial law clerks,—,,,23-1012
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",23-1021,"Administrative law judges, adjudicators, and hearing officers",B123,Judges and hearing officers,https://www.bls.gov/ooh/legal/judges-and-hearing-officers.htm,23-1021
23-1022.00,"Arbitrators, Mediators, and Conciliators",23-1022,"Arbitrators, mediators, and conciliators",B122,"Arbitrators, mediators, and conciliators",https://www.bls.gov/ooh/legal/arbitrators-mediators-and-conciliators.htm,23-1022
23-1023.00,"Judges, Magistrate Judges, and Magistrates",23-1023,"Judges, magistrate judges, and magistrates",B123,Judges and hearing officers,https://www.bls.gov/ooh/legal/judges-and-hearing-officers.htm,23-1023
23-2011.00,Paralegals and Legal Assistants,23-2011,Paralegals and legal assistants,B129,Paralegals and legal assistants,https://www.bls.gov/ooh/legal/paralegals-and-legal-assistants.htm,23-2011
23-2093.00,"Title Examiners, Abstractors, and Searchers",23-2093,"Title examiners, abstractors, and searchers",—,,,23-2093
23-2099.00,"Legal Support Workers, All Other",23-2099,"Legal support workers, all other",—,,,23-2099
25-1011.00,"Business Teachers, Postsecondary",25-1011,"Business teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1011
25-1021.00,"Computer Science Teachers, Postsecondary",25-1021,"Computer science teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1021
25-1022.00,"Mathematical Science Teachers, Postsecondary",25-1022,"Mathematical science teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1022
25-1031.00,"Architecture Teachers, Postsecondary",25-1031,"Architecture teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1031
25-1032.00,"Engineering Teachers, Postsecondary",25-1032,"Engineering teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1032
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",25-1041,"Agricultural sciences teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1041
25-1042.00,"Biological Science Teachers, Postsecondary",25-1042,"Biological science teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1042
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",25-1043,"Forestry and conservation science teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1043
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25-1051,"Atmospheric, earth, marine, and space sciences teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1051
25-1052.00,"Chemistry Teachers, Postsecondary",25-1052,"Chemistry teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1052
25-1053.00,"Environmental Science Teachers, Postsecondary",25-1053,"Environmental science teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1053
25-1054.00,"Physics Teachers, Postsecondary",25-1054,"Physics teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1054
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",25-1061,"Anthropology and archeology teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1061
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1062,"Area, ethnic, and cultural studies teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1062
25-1063.00,"Economics Teachers, Postsecondary",25-1063,"Economics teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1063
25-1064.00,"Geography Teachers, Postsecondary",25-1064,"Geography teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1064
25-1065.00,"Political Science Teachers, Postsecondary",25-1065,"Political science teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1065
25-1066.00,"Psychology Teachers, Postsecondary",25-1066,"Psychology teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1066
25-1067.00,"Sociology Teachers, Postsecondary",25-1067,"Sociology teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1067
25-1069.00,"Social Sciences Teachers, Postsecondary, All Other",25-1069,"Social sciences teachers, postsecondary, all other",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1069
25-1071.00,"Health Specialties Teachers, Postsecondary",25-1071,"Health specialties teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1071
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",25-1072,"Nursing instructors and teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1072
25-1081.00,"Education Teachers, Postsecondary",25-1081,"Education teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1081
25-1082.00,"Library Science Teachers, Postsecondary",25-1082,"Library science teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1082
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1111,"Criminal justice and law enforcement teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1111
25-1112.00,"Law Teachers, Postsecondary",25-1112,"Law teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1112
25-1113.00,"Social Work Teachers, Postsecondary",25-1113,"Social work teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1113
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",25-1121,"Art, drama, and music teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1121
25-1122.00,"Communications Teachers, Postsecondary",25-1122,"Communications teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1122
25-1123.00,"English Language and Literature Teachers, Postsecondary",25-1123,"English language and literature teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1123
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",25-1124,"Foreign language and literature teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1124
25-1125.00,"History Teachers, Postsecondary",25-1125,"History teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1125
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",25-1126,"Philosophy and religion teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1126
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",25-1192,"Family and consumer sciences teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1192
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",25-1193,"Recreation and fitness studies teachers, postsecondary",B261,Postsecondary teachers,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,25-1193
25-1194.00,"Career/Technical Education Teachers, Postsecondary",25-1194,"Career/technical education teachers, postsecondary",B134,Career and technical education teachers,https://www.bls.gov/ooh/education-training-and-library/career-and-technical-education-teachers.htm,25-1194
25-1199.00,"Postsecondary Teachers, All Other",25-1199,"Postsecondary teachers, all other",—,,,25-1199
25-2011.00,"Preschool Teachers, Except Special Education",25-2011,"Preschool teachers, except special education",B131,Preschool teachers,https://www.bls.gov/ooh/education-training-and-library/preschool-teachers.htm,25-2011
25-2012.00,"Kindergarten Teachers, Except Special Education",25-2012,"Kindergarten teachers, except special education",B132,Kindergarten and elementary school teachers,https://www.bls.gov/ooh/education-training-and-library/kindergarten-and-elementary-school-teachers.htm,25-2012
25-2021.00,"Elementary School Teachers, Except Special Education",25-2021,"Elementary school teachers, except special education",B132,Kindergarten and elementary school teachers,https://www.bls.gov/ooh/education-training-and-library/kindergarten-and-elementary-school-teachers.htm,25-2021
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",25-2022,"Middle school teachers, except special and career/technical education",B133,Middle school teachers,https://www.bls.gov/ooh/education-training-and-library/middle-school-teachers.htm,25-2022
25-2023.00,"Career/Technical Education Teachers, Middle School",25-2023,"Career/technical education teachers, middle school",B134,Career and technical education teachers,https://www.bls.gov/ooh/education-training-and-library/career-and-technical-education-teachers.htm,25-2023
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",25-2031,"Secondary school teachers, except special and career/technical education",B392,High school teachers,https://www.bls.gov/ooh/education-training-and-library/high-school-teachers.htm,25-2031
25-2032.00,"Career/Technical Education Teachers, Secondary School",25-2032,"Career/technical education teachers, secondary school",B134,Career and technical education teachers,https://www.bls.gov/ooh/education-training-and-library/career-and-technical-education-teachers.htm,25-2032
25-2051.00,"Special Education Teachers, Preschool",25-2051,"Special education teachers, preschool",B135,Special education teachers,https://www.bls.gov/ooh/education-training-and-library/special-education-teachers.htm,25-2051
25-2055.00,"Special Education Teachers, Kindergarten",25-2052,"Special education teachers, kindergarten and elementary school",B135,Special education teachers,https://www.bls.gov/ooh/education-training-and-library/special-education-teachers.htm,25-2055
25-2056.00,"Special Education Teachers, Elementary School",25-2052,"Special education teachers, kindergarten and elementary school",B135,Special education teachers,https://www.bls.gov/ooh/education-training-and-library/special-education-teachers.htm,25-2056
25-2057.00,"Special Education Teachers, Middle School",25-2057,"Special education teachers, middle school",B135,Special education teachers,https://www.bls.gov/ooh/education-training-and-library/special-education-teachers.htm,25-2057
25-2058.00,"Special Education Teachers, Secondary School",25-2058,"Special education teachers, secondary school",B135,Special education teachers,https://www.bls.gov/ooh/education-training-and-library/special-education-teachers.htm,25-2058
25-2059.00,"Special Education Teachers, All Other",25-2059,"Special education teachers, all other",B135,Special education teachers,https://www.bls.gov/ooh/education-training-and-library/special-education-teachers.htm,25-2059
25-2059.01,Adapted Physical Education Specialists,25-2059,"Special education teachers, all other",B135,Special education teachers,https://www.bls.gov/ooh/education-training-and-library/special-education-teachers.htm,25-2059
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",25-3011,"Adult basic education, adult secondary education, and english as a second language instructors",B136,Adult basic and secondary education and ESL teachers,https://www.bls.gov/ooh/education-training-and-library/adult-literacy-and-ged-teachers.htm,25-3011
25-3021.00,Self-Enrichment Teachers,25-3021,Self-enrichment teachers,—,,,25-3021
25-3031.00,"Substitute Teachers, Short-Term",25-3031,"Substitute teachers, short-term",—,,,25-3031
25-3041.00,Tutors,25-3041,Tutors,B403,Tutors,https://www.bls.gov/ooh/education-training-and-library/tutors.htm,25-3041
25-3099.00,"Teachers and Instructors, All Other",25-3099,"Teachers and instructors, all other",—,,,25-3099
25-4011.00,Archivists,25-4011,Archivists,B137,"Archivists, curators, and museum workers",https://www.bls.gov/ooh/education-training-and-library/curators-museum-technicians-and-conservators.htm,25-4011
25-4012.00,Curators,25-4012,Curators,B137,"Archivists, curators, and museum workers",https://www.bls.gov/ooh/education-training-and-library/curators-museum-technicians-and-conservators.htm,25-4012
25-4013.00,Museum Technicians and Conservators,25-4013,Museum technicians and conservators,B137,"Archivists, curators, and museum workers",https://www.bls.gov/ooh/education-training-and-library/curators-museum-technicians-and-conservators.htm,25-4013
25-4022.00,Librarians and Media Collections Specialists,25-4022,Librarians and media collections specialists,B139,Librarians and library media specialists,https://www.bls.gov/ooh/education-training-and-library/librarians.htm,25-4022
25-4031.00,Library Technicians,25-4031,Library technicians,B140,Library technicians and assistants,https://www.bls.gov/ooh/education-training-and-library/library-technicians-and-assistants.htm,25-4031
25-9021.00,Farm and Home Management Educators,25-9021,Farm and home management educators,—,,,25-9021
25-9031.00,Instructional Coordinators,25-9031,Instructional coordinators,B141,Instructional coordinators,https://www.bls.gov/ooh/education-training-and-library/instructional-coordinators.htm,25-9031
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",25-9045,"Teaching assistants, except postsecondary",B142,Teacher assistants,https://www.bls.gov/ooh/education-training-and-library/teacher-assistants.htm,25-9042
25-9043.00,"Teaching Assistants, Special Education",25-9045,"Teaching assistants, except postsecondary",B142,Teacher assistants,https://www.bls.gov/ooh/education-training-and-library/teacher-assistants.htm,25-9043
25-9044.00,"Teaching Assistants, Postsecondary",25-9044,"Teaching assistants, postsecondary",—,,,25-9044
25-9049.00,"Teaching Assistants, All Other",25-9045,"Teaching assistants, except postsecondary",B142,Teacher assistants,https://www.bls.gov/ooh/education-training-and-library/teacher-assistants.htm,25-9049
25-9099.00,"Educational Instruction and Library Workers, All Other",25-9099,"Educational instruction and library workers, all other",—,,,25-9099
27-1011.00,Art Directors,27-1011,Art directors,B143,Art directors,https://www.bls.gov/ooh/arts-and-design/art-directors.htm,27-1011
27-1012.00,Craft Artists,27-1012,Craft artists,B348,Craft and fine artists,https://www.bls.gov/ooh/arts-and-design/craft-and-fine-artists.htm,27-1012
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",27-1013,"Fine artists, including painters, sculptors, and illustrators",B348,Craft and fine artists,https://www.bls.gov/ooh/arts-and-design/craft-and-fine-artists.htm,27-1013
27-1014.00,Special Effects Artists and Animators,27-1014,Special effects artists and animators,B144,Special effects artists and animators,https://www.bls.gov/ooh/arts-and-design/multimedia-artists-and-animators.htm,27-1014
27-1019.00,"Artists and Related Workers, All Other",27-1019,"Artists and related workers, all other",B348,Craft and fine artists,https://www.bls.gov/ooh/arts-and-design/craft-and-fine-artists.htm,27-1019
27-1021.00,Commercial and Industrial Designers,27-1021,Commercial and industrial designers,B145,Industrial designers,https://www.bls.gov/ooh/arts-and-design/industrial-designers.htm,27-1021
27-1022.00,Fashion Designers,27-1022,Fashion designers,B146,Fashion designers,https://www.bls.gov/ooh/arts-and-design/fashion-designers.htm,27-1022
27-1023.00,Floral Designers,27-1023,Floral designers,B147,Floral designers,https://www.bls.gov/ooh/arts-and-design/floral-designers.htm,27-1023
27-1024.00,Graphic Designers,27-1024,Graphic designers,B148,Graphic designers,https://www.bls.gov/ooh/arts-and-design/graphic-designers.htm,27-1024
27-1025.00,Interior Designers,27-1025,Interior designers,B149,Interior designers,https://www.bls.gov/ooh/arts-and-design/interior-designers.htm,27-1025
27-1026.00,Merchandise Displayers and Window Trimmers,27-1026,Merchandise displayers and window trimmers,—,,,27-1026
27-1027.00,Set and Exhibit Designers,27-1027,Set and exhibit designers,B407,Set and exhibit designers,https://www.bls.gov/ooh/arts-and-design/set-and-exhibit-designers.htm,27-1027
27-1029.00,"Designers, All Other",27-1029,"Designers, all other",—,,,27-1029
27-2011.00,Actors,27-2011,Actors,B151,Actors,https://www.bls.gov/ooh/entertainment-and-sports/actors.htm,27-2011
27-2012.00,Producers and Directors,27-2012,Producers and directors,B152,Producers and directors,https://www.bls.gov/ooh/entertainment-and-sports/producers-and-directors.htm,27-2012
27-2012.03,Media Programming Directors,27-2012,Producers and directors,B152,Producers and directors,https://www.bls.gov/ooh/entertainment-and-sports/producers-and-directors.htm,27-2012
27-2012.04,Talent Directors,27-2012,Producers and directors,B152,Producers and directors,https://www.bls.gov/ooh/entertainment-and-sports/producers-and-directors.htm,27-2012
27-2012.05,Media Technical Directors/Managers,27-2012,Producers and directors,B152,Producers and directors,https://www.bls.gov/ooh/entertainment-and-sports/producers-and-directors.htm,27-2012
27-2021.00,Athletes and Sports Competitors,27-2021,Athletes and sports competitors,B153,Athletes and sports competitors,https://www.bls.gov/ooh/entertainment-and-sports/athletes-and-sports-competitors.htm,27-2021
27-2022.00,Coaches and Scouts,27-2022,Coaches and scouts,B154,Coaches and scouts,https://www.bls.gov/ooh/entertainment-and-sports/coaches-and-scouts.htm,27-2022
27-2023.00,"Umpires, Referees, and Other Sports Officials",27-2023,"Umpires, referees, and other sports officials",B155,"Umpires, referees, and other sports officials",https://www.bls.gov/ooh/entertainment-and-sports/umpires-referees-and-other-sports-officials.htm,27-2023
27-2031.00,Dancers,27-2031,Dancers,B156,Dancers and choreographers,https://www.bls.gov/ooh/entertainment-and-sports/dancers-and-choreographers.htm,27-2031
27-2032.00,Choreographers,27-2032,Choreographers,B156,Dancers and choreographers,https://www.bls.gov/ooh/entertainment-and-sports/dancers-and-choreographers.htm,27-2032
27-2041.00,Music Directors and Composers,27-2041,Music directors and composers,B158,Music directors and composers,https://www.bls.gov/ooh/entertainment-and-sports/music-directors-and-composers.htm,27-2041
27-2042.00,Musicians and Singers,27-2042,Musicians and singers,B159,Musicians and singers,https://www.bls.gov/ooh/entertainment-and-sports/musicians-and-singers.htm,27-2042
27-2091.00,"Disc Jockeys, Except Radio",27-2091,"Disc jockeys, except radio",B160,Announcers and DJs,https://www.bls.gov/ooh/media-and-communication/announcers.htm,27-2091
27-2099.00,"Entertainers and Performers, Sports and Related Workers, All Other",27-2099,"Entertainers and performers, sports and related workers, all other",—,,,27-2099
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,27-3011,Broadcast announcers and radio disc jockeys,B160,Announcers and DJs,https://www.bls.gov/ooh/media-and-communication/announcers.htm,27-3011
27-3023.00,"News Analysts, Reporters, and Journalists",27-3023,"News analysts, reporters, and journalists",B161,"News analysts, reporters, and journalists",https://www.bls.gov/ooh/media-and-communication/reporters-correspondents-and-broadcast-news-analysts.htm,27-3023
27-3031.00,Public Relations Specialists,27-3031,Public relations specialists,B009,Public relations specialists,https://www.bls.gov/ooh/media-and-communication/public-relations-specialists.htm,27-3031
27-3041.00,Editors,27-3041,Editors,B162,Editors,https://www.bls.gov/ooh/media-and-communication/editors.htm,27-3041
27-3042.00,Technical Writers,27-3042,Technical writers,B163,Technical writers,https://www.bls.gov/ooh/media-and-communication/technical-writers.htm,27-3042
27-3043.00,Writers and Authors,27-3043,Writers and authors,B164,Writers and authors,https://www.bls.gov/ooh/media-and-communication/writers-and-authors.htm,27-3043
27-3043.05,"Poets, Lyricists and Creative Writers",27-3043,Writers and authors,B164,Writers and authors,https://www.bls.gov/ooh/media-and-communication/writers-and-authors.htm,27-3043
27-3091.00,Interpreters and Translators,27-3091,Interpreters and translators,B165,Interpreters and translators,https://www.bls.gov/ooh/media-and-communication/interpreters-and-translators.htm,27-3091
27-3092.00,Court Reporters and Simultaneous Captioners,27-3092,Court reporters and simultaneous captioners,B008,Court reporters and simultaneous captioners,https://www.bls.gov/ooh/legal/court-reporters.htm,27-3092
27-3099.00,"Media and Communication Workers, All Other",27-3099,"Media and communication workers, all other",—,,,27-3099
27-4011.00,Audio and Video Technicians,27-4011,Audio and video technicians,B166,"Broadcast, sound, and video technicians",https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm,27-4011
27-4012.00,Broadcast Technicians,27-4012,Broadcast technicians,B166,"Broadcast, sound, and video technicians",https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm,27-4012
27-4014.00,Sound Engineering Technicians,27-4014,Sound engineering technicians,B166,"Broadcast, sound, and video technicians",https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm,27-4014
27-4015.00,Lighting Technicians,27-4015,Lighting technicians,B166,"Broadcast, sound, and video technicians",https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm,27-4015
27-4021.00,Photographers,27-4021,Photographers,B167,Photographers,https://www.bls.gov/ooh/media-and-communication/photographers.htm,27-4021
27-4031.00,"Camera Operators, Television, Video, and Film",27-4031,"Camera operators, television, video, and film",B168,Film and video editors and camera operators,https://www.bls.gov/ooh/media-and-communication/film-and-video-editors-and-camera-operators.htm,27-4031
27-4032.00,Film and Video Editors,27-4032,Film and video editors,B168,Film and video editors and camera operators,https://www.bls.gov/ooh/media-and-communication/film-and-video-editors-and-camera-operators.htm,27-4032
27-4099.00,"Media and Communication Equipment Workers, All Other",27-4099,"Media and communication equipment workers, all other",—,,,27-4099
29-1011.00,Chiropractors,29-1011,Chiropractors,B169,Chiropractors,https://www.bls.gov/ooh/healthcare/chiropractors.htm,29-1011
29-1021.00,"Dentists, General",29-1021,"Dentists, general",B170,Dentists,https://www.bls.gov/ooh/healthcare/dentists.htm,29-1021
29-1022.00,Oral and Maxillofacial Surgeons,29-1022,Oral and maxillofacial surgeons,B170,Dentists,https://www.bls.gov/ooh/healthcare/dentists.htm,29-1022
29-1023.00,Orthodontists,29-1023,Orthodontists,B170,Dentists,https://www.bls.gov/ooh/healthcare/dentists.htm,29-1023
